,id,Name,Catagory,Description,Veg_non,Nutrient,Diet,Cluster
70,0.2229299363057325,slow cooked spiced sangria                                                    ,sangria     ,"red wine (merlot / zinfandel), apple cider, honey, orange (zested and juiced), cloves (whole), green cardamom, cinnamon sticks, anise (whole), brandy                                                                                                                                                                                                                                                                                                                                                                                                                 ",1,iron          ,vegan_diet low_fat_diet high_fiber_diet ketogenic_diet                                                                                                                                  ,7
71,0.22611464968152867,detox haldi tea                                                               ,tea         ,"haldi, ginger, black pepper, honey, water                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",1,manganese     ,low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet                                                                                                                     ,5
72,0.22929936305732485,holi special ice tea thandai                                                  ,tea         ,"ground white pepper (kali mirch), assam tea bags, almonds (badam) - coarsley crushed, poppy seeds (khus-khus), fennel seeds (saunf) (crushed coarsely), cardamom (elaichi) powder, ground sugar, saffron (kesar) strands                                                                                                                                                                                                                                                                                                                                              ",1,calcium       ,low_fat_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet                                                                                                                   ,5
73,0.23248407643312102,beetroot and green apple soup                                                 ,soup        ,"beetroots, green apple, onion, olive oil, salt, black peppercorns (crushed), butter, vegetable stock, mixed dried herbs, fresh cream, lemon juice, parsley sprigs, red chilli flakes, soup sticks as required                                                                                                                                                                                                                                                                                                                                                         ",1,sodium        ,alkaline_diet high_fiber_diet hormone_diet high_protien_diet dash_diet                                                                                                                  ,0
74,0.2356687898089172,baba budan no. 7                                                              ,cardamom    ,"rum, espresso, sugar syrup/gur (jaggery) syrup, green cardamom pod,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",1,iron          ,low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet                                                                                                                     ,5
75,0.23885350318471338,fruit infused tea                                                             ,tea         ,"chamomile tea bags, orange, berries, blueberries, ginger, mint leaves, boiling water                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",1,manganese     ,low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet                                                                                                   ,0
76,0.24203821656050956,soya milk                                                                     ,milk        ,"soybean, hot water                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",1,vitamin_d     ,low_fat_diet ketogenic_diet high_fiber_diet high_protien_diet dash_diet                                                                                                                 ,4
77,0.24522292993630573,detox haldi tea                                                               ,tea         ,"Turmeric, Ginger, Black Pepper, Honey, Water                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",1,manganese     ,low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet                                                                                                                     ,5
78,0.2484076433121019,mixed berry &amp; banana smoothie                                             ,smoothie    ,"Frozen mixed berries, ripe banana, fresh orange juice, low fat yogurt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ",1,selenium      ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet                                                                                                          ,6
79,0.2515923566878981,banana walnut smoothie                                                        ,smoothie    ,"Low fat yogurt, banana, walnuts, seeds (flaxseeds and chia seeds), honey                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",1,selenium      ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet                                                                                                                    ,4
80,0.25477707006369427,garlic and pinenut soup with burnt butter essence                             ,soup        ,"garlic cloves, almonds (whole), parsley, bayleaf, chicken broth, nutmeg, egg yolk, heavy cream, white bread slices, butter, salt, pepper, white wine                                                                                                                                                                                                                                                                                                                                                                                                                  ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet dash_diet type_a_diet                                                                                                         ,0
81,0.25796178343949044,roasted spring chicken with root veggies                                      ,chicken     ,"whole chicken, thyme, garlic, lemon, orange, salt, black pepper, butter (to rub), extra olive oil, carrot, turnip, beetroot, chipotle powder, parsley                                                                                                                                                                                                                                                                                                                                                                                                                 ",0,iron          ,alkaline_diet low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet                                                           ,4
82,0.2611464968152866,chocolate samosa                                                              ,chicken     ,"refined flour, desi ghee, black cardamom seeds, chocolate flutter_block, almonds, cashew nuts, pistachio, sugar, garam masala powder, oil                                                                                                                                                                                                                                                                                                                                                                                                                                     ",0,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,1
83,0.2643312101910828,half roast chicken                                                            ,chicken     ,"cooking oil, whole chicken (skin on- rinsed and dressed), onions (quartered- skin on), garlic (halved - skin on), carrots (roughly quartered), celery , thyme, dunkleweizen (pour into a glass and keep open at room temperature for an hour or two to make flat), chicken stock, butter, sea salt                                                                                                                                                                                                                                                                    ",0,vitamin_a     ,low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet                                                                         ,7
84,0.267515923566879,crispy herb chicken                                                           ,chicken     ,"fresh breadcrumbs, parmesan cheese, lemon rind, fresh parsley leaves, garlic powder, plain flour, egg, milk, chicken breast supremes, vegetable oil, mayonnaise, sour cream, fresh chives (dried if fresh not available), fresh parsley (dried if fresh not available), garlic, red onion (optional), ground black pepper, salt                                                                                                                                                                                                                                       ",0,chloride      ,low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet                                                                                                        ,2
85,0.27070063694267515,garlic soya chicken                                                           ,chicken     ,"chicken thigh/breast (cut crosswise into 1/2-inch-thin strips), sesame oil (toasted), white pepper (finely ground), ginger juice, peanut oil or vegetable oil (divided), garlic cloves (minced), ginger, red chilli flakes, red onion , snow peas (trimmed), red bell pepper (cut into thin strips), rice vinegar, soy sauce, dark soy sauce, chinese rice wine, brown sugar, cornflour                                                                                                                                                                               ",0,iron          ,alkaline_diet low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet type_a_diet                                                                ,0
86,0.27388535031847133,plum and cherry roasted chicken                                               ,chicken     ,"carrot (finely diced), onion (finely diced), celery (finely diced), fresh thyme sprigs, whole free range chicken , pepper (freshly ground), parsley stems, celery leaves, lemon slices (1/8 inch thick), onion, carrot, fresh lemon juice, chicken stock/broth, plums (cut), fresh cherries                                                                                                                                                                                                                                                                           ",0,iron          ,alkaline_diet low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet                                                                          ,4
87,0.2770700636942675,grilled kasundi honey chicken with sweet potato mash                          ,chicken     ,"Chicken breast, kasundi (Bengali mustard sauce), sweet potato, red and yellow capsicum, broccoli, garlic cloves, refined oil, salt, butter, cream, green onion, honey, ginger and garlic paste.                                                                                                                                                                                                                                                                                                                                                                       ",0,iron          ,alkaline_diet low_fat_diet paleo_diet Mediterranean_diet low_carb_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet type_a_diet ,4
88,0.2802547770700637,chicken minced salad                                                          ,salad       ,"Olive oil, chicken mince, garlic, onion, salt, pepper, carrot, cabbage, green onion, sweet chili sauce, peanut butter, ginger, soy sauce, fresh coriander, chili flakes, tart                                                                                                                                                                                                                                                                                                                                                                                         ",0,fiber         ,low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet                                                         ,4
89,0.28343949044585987,malabari fish curry                                                           ,curry       ,"sear fish, coconut, ginger, pureed tamarind, salt, powdered turmeric, green chillies, red chilli powder, shallots                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
90,0.28662420382165604,portugese fish stew                                                           ,fish        ,"sole fillet (you can also do 2/3 types of fish), large shrimps (optional), potatoes (peeled), onions (cut into slices), garlic cloves, red capsicum (can use green also), parsley or coriander (choose the herb that most suits your taste buds), few dashes of hot sauce, paprika, olive oil, white wine, rock salt                                                                                                                                                                                                                                                  ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
91,0.2898089171974522,malabar fish curry                                                            ,curry       ,"whole coriander seeds, whole red chilli, coconut oil, mustard seeds, onion, curry leaf, coconut milk, tamarind pulp, coriander, seabass fish curry cuts                                                                                                                                                                                                                                                                                                                                                                                                               ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
92,0.2929936305732484,surmai curry with lobster butter rice                                         ,rice        ,"tamarind, red chilli powder, turmeric powder, salt, fresh coconut, onion, garlic cloves, coriander seeds, fenugreek seeds, red chilli powder, turmeric powder, tamarind (lemon sized), butter, lobster (de-shell and devein and make a small cube), salt and lime, surmai                                                                                                                                                                                                                                                                                             ",1,chloride      ,low_sodium_diet vegan_diet dash_diet ketogenic_diet                                                                                                                                     ,2
93,0.2961783439490446,seared salmon in tabasco butter                                               ,butter      ,"butter, tabasco, chives, salt, salmon fillet, olive oil, sea salt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",0,calcium       ,low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_protien_diet                                                                                                                ,0
94,0.29936305732484075,"risotto lobster with parmesan egg pancake, confit tomatoes and coral tuille ",egg         ,"lobster shell, carrot, leeks, garlic cloves, tomato paste, bay leaf, peppercorn, water, lobster meat, arborio rice, onion, leeks, lobster stock, parmesan cheese, cream, salt, olive oil, egg, parmesan, flour, milk, parsley, salt, cherry tomatoes, garlic pods, olive oil, water, oil, flour, salt                                                                                                                                                                                                                                                                 ",0,vitamin_c     ,low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet dash_diet                                                                                                 ,0
95,0.30254777070063693,fish skewers with coriander and red wine vinegar dressing                     ,wine        ,"sea bass fillets, olive oil (for grilling), red wine vinegar, sugar, extra virgin olive oil, garlic clove, coriander, bamboo skewers                                                                                                                                                                                                                                                                                                                                                                                                                                  ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                          ,0
96,0.3057324840764331,goan prawn curry &amp; baked rice canapes                                     ,rice        ,"jeera whole, coriander seeds, kashmiri chilly, garlic, ginger, green chillies, kokum, coconut, onion, tomatoes, coriander, prawns, salt, turmeric powder, garlic paste, asafoetida, refined oil, ginger paste, goan rice, coconut milk, green chillies, fresh coconut, hing, refined oil, coriander leaves, basmati rice, coconut milk, green chillies, coconut milk, coconut, salt, green chillies, curry leaf, lecite                                                                                                                                               ",1,iron          ,low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet dash_diet                                                                                                        ,2
97,0.3089171974522293,bihari fish curry                                                             ,curry       ,"rohu fish, salt, turmeric powder, chilli powder, oil, garlic , green chillies, mustard seeds, black peppercorns, cumin seeds, whole red chillies, fenugreek seeds, tomatoes, mustard oil, bay leaves, water, garam masala, coriander leaves                                                                                                                                                                                                                                                                                                                           ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
98,0.31210191082802546,fish with jamun sauce                                                         ,sauce       ,"jamun, sugar, chilli, garlic cloves (minced), cumin (powdered), fish fillet (pomfret (or any white fish), semolina, salt, wilted spinach                                                                                                                                                                                                                                                                                                                                                                                                                              ",0,vitamin_c     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
99,0.31528662420382164,beer batter fish fingers                                                      ,fish        ,"river sole fish (cut in thin strips), garlic paste, salt , lime juice, beer, flour, cornflour, white pepper, eggs, mustard                                                                                                                                                                                                                                                                                                                                                                                                                                            ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                         ,0
100,0.3184713375796178,prawn and litchi salad                                                        ,salad       ,"prawns (shelled and cleaned), spring onions, mango flesh, litchis (deseeded), chilli flakes, lemon (for lemon juice), olive oil, peanuts (to garnish), salt                                                                                                                                                                                                                                                                                                                                                                                                           ",1,fiber         ,low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet                                                                                                           ,4
101,0.321656050955414,kerala fish curry                                                             ,curry       ,"white fish (cut into cubes), onion, tomato, garlic cloves, fresh green chillies (deseeded), oil, fresh coconut paste, red chilli paste, coriander powder, turmeric powder, salt, whole dry red chillies, black mustard seeds, curry leaves, tamarind extract, water                                                                                                                                                                                                                                                                                                   ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
102,0.3248407643312102,fish andlouse                                                                 ,fish        ,"white wine and water mix to cover, onion, salt, bay leaf, black pepper corns, olive oil, onion, garlic, tomatoes (peeled and seeded), basil leaves, spring fresh thyme - optional 1 bay leaf, salt and pepper, olive oil, wine vinegar, prepared mustard, salt and pepper, assorted garden herbs ( parsley, basil etc.                                                                                                                                                                                                                                                ",0,vitamin_c     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
103,0.32802547770700635,fish with jamun sauce                                                         ,sauce       ,"Berries, sugar, chilli, garlic cloves, cumin powder, fish fillet, semolina, salt, spinach                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
104,0.33121019108280253,pesto fish kebabs                                                             ,kebabs      ,"King fish cut into one inch pieces, red capsicum cut into one inch pieces, basil pesto, white wine vinegar, salt, cooking spray                                                                                                                                                                                                                                                                                                                                                                                                                                       ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
105,0.3343949044585987,prawn fried rice                                                              ,rice        ,"Oil, Bacon, Prawns, Chicken, Carrots, Garlic Cloves, Ginger, Spring Onion, Sweet Chili Sauce, Soy Sauce, Salt, Black Pepper, Sweet Corn, Vinegar, Cooked Rice, Coriander                                                                                                                                                                                                                                                                                                                                                                                              ",1,carbohydrates ,alkaline_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet dash_diet                                                                                                        ,2
106,0.3375796178343949,damdama fish curry                                                            ,curry       ,"Fish, Onion, Tomato, Degi Red Chilli Powder, Cumin Powder, Coriander Powder, Green Coriander, Cumin, Salt, Oil                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
107,0.34076433121019106,malabari fish curry                                                           ,curry       ,"Fish, coconut, ginger, tamarind puree, salt, turmeric powder, small green chilli, red chilli powder, scallion                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
108,0.34394904458598724,fish with white sauce                                                         ,sauce       ,"Fillet fish, oil, milk, flour, butter, salt, ground black pepper                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",0,vitamin_a     ,alkaline_diet low_fat_diet omni_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet dash_diet low_carb_diet                                                                   ,0
109,0.3471337579617834,chilli fish                                                                   ,fish        ,"Fish pieces (boneless), flour, cornflour, baking powder, soy sauce, celery, black pepper, salt, oil, green onion, for sauce: ginger, garlic, green chilli, soy sauce, tomato sauce, chilli sauce, cornflour                                                                                                                                                                                                                                                                                                                                                           ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
110,0.3503184713375796,fish ambultiyal                                                               ,fish        ,"Tuna, onion, fenugreek seeds, whole chilli, pandan leaf, salt, water, cardamom, cinnamon, coriander powder, black pepper, red chilli, curry powder, garlic (crushed), chilli flakes, gorka, salt                                                                                                                                                                                                                                                                                                                                                                      ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
111,0.3535031847133758,chettinad fish fry                                                            ,fish        ,"Surmai fish, oil, garlic cloves, ginger (mash), cumin, fennel, coriander seeds, black pepper, mustard seeds, curry leaves, salt, oil, water, tomato, red chilli powder, turmeric powder, tamarind pulp, cornflour, lemon. pieces of                                                                                                                                                                                                                                                                                                                                   ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
112,0.35668789808917195,fish moilee                                                                   ,fish        ,"?Baasa fish, onion, ginger, garlic cloves, green chilli, turmeric, red chilli powder, coriander powder, lemon juice, curry leaves, refined oil, mustard seeds, black pepper, fennel, green cardamom, coconut milk, Cherry tomatoes                                                                                                                                                                                                                                                                                                                                    ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
113,0.35987261146496813,batter fish                                                                   ,fish        ,"Fresh fish pieces (river sole or sea bass), flour, parsley, oil, baking powder, flour, egg (optional), soda water, salt and pepper                                                                                                                                                                                                                                                                                                                                                                                                                                    ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
114,0.3630573248407643,fish salan                                                                    ,fish        ,"King fish, ripe tomatoes, desi ghee, ginger-garlic paste, onion, turmeric powder, red chilli powder, black pepper powder, garam masala, dry ginger, turmeric powder, fennel powder, refined oil, salt, water.                                                                                                                                                                                                                                                                                                                                                         ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
115,0.3662420382165605,spanish fish fry                                                              ,fish        ,"Sole fish, tomato, onion, lemon juice, olive oil, ginger and garlic paste, bay leaf, cinnamon stick, green chilli, vinegar, salt, water.                                                                                                                                                                                                                                                                                                                                                                                                                              ",0,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,0
116,0.36942675159235666,red rice vermicelli kheer                                                     ,rice        ,"red rice vermicelli / broken sooji / semolina vermicelli, butter, almonds, whole milk, cardamom powder, saffron strands / thread, sugar                                                                                                                                                                                                                                                                                                                                                                                                                               ",1,carbohydrates ,alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet                                                                                                                     ,2
117,0.37261146496815284,green cucumber shots                                                          ,rice        ,"english cucumbers, garlic cloves (smashed), romaine lettuce, basil, parsley, cilantro, big lemon, sea salt, olive oil                                                                                                                                                                                                                                                                                                                                                                                                                                                 ",1,iron          ,alkaline_diet low_fat_diet vegan_diet high_fiber_diet hormone_diet dash_diet                                                                                                            ,0
118,0.37579617834394907,thai pineapple rice                                                           ,rice        ,"rice, onion, thai ginger , fresh turmeric, curry leaf, lemon grass, coconut milk, salt, hot curry powder, pineapple chunks, oil, water, turmeric powder, fresh pineapple                                                                                                                                                                                                                                                                                                                                                                                              ",1,carbohydrates ,high_protien_diet vegan_diet dash_diet ketogenic_diet                                                                                                                                   ,2
119,0.37898089171974525,green asparagus risotto                                                       ,rice        ,"carnaroli rice, vegetable broth, butter, extra virgin olive oil, parmigiano cheese, onion (minced), white wine, salt & pepper                                                                                                                                                                                                                                                                                                                                                                                                                                         ",1,chloride      ,alkaline_diet dash_diet high_fiber_diet hormone_diet                                                                                                                                    ,0
120,0.3821656050955414,goan prawn curry &amp; baked rice canapes                                     ,rice        ,"jeera whole, coriander seeds, kashmiri chilly, garlic, ginger, green chillies, kokum, coconut, onion, tomatoes, coriander, prawns, salt, turmeric powder, garlic paste, asafoetida, refined oil, ginger paste, goan rice, coconut milk, green chillies, fresh coconut, hing, refined oil, coriander leaves, basmati rice, coconut milk, green chillies, coconut milk, coconut, salt, green chillies, curry leaf, lecite                                                                                                                                               ",1,iron          ,low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet dash_diet                                                                                                        ,2
121,0.3853503184713376,veg fried rice                                                                ,rice        ,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",1,carbohydrates ,alkaline_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet dash_diet                                                                                                        ,2
